Column1,ID_RSSD_PREDECESSOR,ID_RSSD_SUCCESSOR,D_DT_TRANS,Transformation Code,Accounting Method,DT_TRANS,Year,Predecessor_Name,Successor_Name
25604,1983324,852218,1998-10-01 00:00:00,Charter Discontinued,Purchase/Acquisition,19981001,1998,MORGAN STANLEY TRUST COMPANY                                                                                            ,Chase
28800,736804,852218,1996-12-01 00:00:00,Charter Discontinued,Merger,19961201,1996,"225 SOUTH STREET BRANCH [JPMORGAN CHASE BANK, NATIONAL ASSOCIATION]",Chase
29292,748601,852218,1996-07-14 00:00:00,Charter Discontinued,Merger,19960714,1996,"CHASE PLAZA [JPMORGAN CHASE BANK, NATIONAL ASSOCIATION]",Chase
34752,68710,852218,1993-07-01 00:00:00,Charter Discontinued,Not Applicable,19930701,1993,TEXAS COMMERCE BANKS                                                                                                    ,Chase
36398,295310,852218,1992-06-20 00:00:00,Charter Discontinued,Not Applicable,19920620,1992,277 PARK AVENUE BRANCH [CHEMICAL BANK],Chase
36893,140474,852218,1992-03-14 00:00:00,Failure,Not Applicable,19920314,1992,CENTRAL FEDERAL SAVINGS BANK                                                                                            ,Chase
36940,246910,852218,1992-03-07 00:00:00,Charter Discontinued,Not Applicable,19920307,1992,CHEMICAL BANK DELAWARE                                                                                                  ,Chase
37488,225410,852218,1991-11-09 00:00:00,Failure,Not Applicable,19911109,1991,COMMUNITY NATIONAL BANK AND TRUST COMPANY OF NEW YORK                                                                   ,Chase
38089,433279,852218,1991-07-20 00:00:00,Failure,Not Applicable,19910720,1991,ENSIGN FEDERAL SAVINGS BANK                                                                                             ,Chase
54888,14904,852218,1978-10-01 00:00:00,Charter Discontinued,Not Applicable,19781001,1978,"BINGHAMTON BRANCH [CHASE MANHATTAN BANK, THE]",Chase
54889,163008,852218,1978-10-01 00:00:00,Charter Discontinued,Not Applicable,19781001,1978,BUFFALO BRANCH [MANUFACTURERS AND TRADERS TRUST COMPANY],Chase
54891,601603,852218,1978-10-01 00:00:00,Charter Discontinued,Not Applicable,19781001,1978,HILTON BRANCH [MANUFACTURERS AND TRADERS TRUST COMPANY],Chase
54892,739814,852218,1978-10-01 00:00:00,Charter Discontinued,Not Applicable,19781001,1978,"PLUM STREET BRANCH [CHASE MANHATTAN BANK, THE]",Chase
54894,792604,852218,1978-10-01 00:00:00,Charter Discontinued,Not Applicable,19781001,1978,GREENWICH OFFICE [GLENS FALLS NATIONAL BANK AND TRUST COMPANY],Chase
55191,711418,852218,1977-04-01 00:00:00,Charter Discontinued,Not Applicable,19770401,1977,NYACK BRANCH [MANUFACTURERS AND TRADERS TRUST COMPANY],Chase
55445,536910,852218,1975-11-11 00:00:00,Charter Discontinued,Not Applicable,19751111,1975,"SMITHTOWN BRANCH [JPMORGAN CHASE BANK, NATIONAL ASSOCIATION]",Chase
55529,931609,852218,1975-01-19 00:00:00,Charter Discontinued,Not Applicable,19750119,1975,HEMPSTEAD BRANCH [JPMORGAN CHASE BANK],Chase
57103,75802,852218,1964-02-25 00:00:00,Charter Discontinued,Not Applicable,19640225,1964,FIRST NATIONAL BANK OF VERNON                                                                                           ,Chase
57104,575601,852218,1964-02-25 00:00:00,Charter Discontinued,Not Applicable,19640225,1964,BENSONHURST NB OF BROOKLYN                                                                                              ,Chase
57214,640611,852218,1963-06-04 00:00:00,Charter Discontinued,Not Applicable,19630604,1963,BANK OF ROCKVILLE CENTRE TRUST                                                                                          ,Chase
